Drug1,Drug2,Drug3,Score
vorinostat,fludarabine,,-0.1127
thalidomide,tamoxifen,,-0.0084
streptozocin,vinblastine,,0.0095
sunitinib,letrozole,,0.0246
ixabepilone,vandetanib,,-0.1117
aminolevulinicacid,sorafenib,,0.055
streptozocin,thiotepa,,-0.0289
tamoxifen,abiraterone,,-0.1479
ixabepilone,vismodegib,,-0.1363
vismodegib,crizotinib,,-0.0649
ifosfamide,tamoxifen,,-0.0038
vorinostat,nilotinib,,0.0112
decitabine,capecitabine,,-0.1136
cyclophosphamide,abiraterone,,-0.005
temozolomide,thiotepa,,-0.0804
thalidomide,crizotinib,,-0.0774
dacarbazine,vandetanib,,-0.0156
procarbazine,thiotepa,,-0.0512
allopurinol,vinblastine,,-0.0037
lapatinib,thiotepa,,0.0026
celecoxib,lenalidomide,,-0.0565
megestrolacetate,crizotinib,,-0.0496
ifosfamide,abiraterone,,-0.0618
bendamustine,crizotinib,,0.0045
imatinib,lenalidomide,,-0.0786
imatinib,vandetanib,,0.0373
megestrolacetate,abiraterone,,-0.0338
hydroxyurea,tamoxifen,,0.0008
busulfan,axitinib,,-0.0142
decitabine,letrozole,,-0.1474
dactinomycin,vandetanib,,-0.2227
decitabine,anastrozole,,-0.1413
ifosfamide,crizotinib,,-0.0312
streptozocin,tamoxifen,,-0.0031
anastrozole,vorinostat,,-0.0479
sorafenib,sunitinib,,-0.0395
thiotepa,megestrolacetate,,-0.0535
allopurinol,abiraterone,,-0.0529
vandetanib,crizotinib,,-0.0837
hydroxyurea,axitinib,,-0.0998
fludarabine,crizotinib,,-0.0021
vandetanib,vismodegib,,-0.1125
sunitinib,vismodegib,,-0.0171
cyclophosphamide,lenalidomide,,0.0148
cyclophosphamide,tamoxifen,,0.016
mitotane,sunitinib,,-0.0733
dactinomycin,lenalidomide,,-0.0568
thalidomide,sunitinib,,-0.0407
vorinostat,altretamine,,-0.1103
bortezomib,lenalidomide,,0.0086
allopurinol,crizotinib,,-0.0205
allopurinol,vismodegib,,-0.0265
bendamustine,lenalidomide,,-0.0474
vorinostat,pazopanib,,-0.1241
bendamustine,sunitinib,,-0.0479
megestrolacetate,lenalidomide,,-0.0114
dasatinib,ruxolitinib,,-0.0912
vismodegib,vandetanib,,-0.091
sunitinib,clofarabine,,0.0434
mitotane,abiraterone,,-0.1285
busulfan,tamoxifen,,-0.0142
estramustinephosphatesodium,vandetanib,,0.0515
estramustinephosphatesodium,lenalidomide,,-0.1032
bendamustine,thiotepa,,-0.0253
aminolevulinicacid,hydroxyurea,,0.0006
methoxsalen,imatinib,,0.0099
estramustinephosphatesodium,abiraterone,,-0.0359
fulvestrant,imatinib,,-0.0322
gemcitabine,lenalidomide,,-0.0778
allopurinol,aminolevulinicacid,,-0.0097
bortezomib,vismodegib,,-0.0875
streptozocin,vandetanib,,0.0726
mitotane,dacarbazine,,-0.0995
bendamustine,tamoxifen,,-0.008
busulfan,dacarbazine,,-0.0214
doxorubicin,tamoxifen,,-0.2217
aminolevulinicacid,vismodegib,,0.0524
sunitinib,capecitabine,,0.0183
cyclophosphamide,dacarbazine,,0.0569
axitinib,abiraterone,,-0.0763
imatinib,crizotinib,,-0.0519
imiquimod,sunitinib,,0.0182
cyclophosphamide,thiotepa,,-0.0428
tamoxifen,crizotinib,,-0.0682
imiquimod,vismodegib,,0.0122
methoxsalen,hydroxyurea,,-0.0374
imiquimod,tamoxifen,,-0.1961
gefitinib,doxorubicin,,0.0367
streptozocin,vismodegib,,0.0327
fulvestrant,tamoxifen,,-0.2987
methoxsalen,vinblastine,,-0.1608
nelarabine,lenalidomide,,-0.1099
ifosfamide,lenalidomide,,-0.0901
imatinib,thiotepa,,-0.0773
anastrozole,dacarbazine,,-0.0074
nelarabine,thiotepa,,-0.0281
estramustinephosphatesodium,sunitinib,,-0.0422
vinblastine,lapatinib,,-0.0062
busulfan,aminolevulinicacid,,-0.0271
imiquimod,thiotepa,,-0.0815
capecitabine,abiraterone,,-0.0983
cyclophosphamide,crizotinib,,0.0438
methoxsalen,vandetanib,,-0.055
bendamustine,dacarbazine,,0.0324
streptozocin,aminolevulinicacid,,-0.0263
streptozocin,dacarbazine,,-0.0516
streptozocin,hydroxyurea,,-0.0102
imatinib,vismodegib,,-0.0716
vinblastine,imatinib,,-0.0749
fulvestrant,thiotepa,,-0.103
procarbazine,vinblastine,,-0.2583
hydroxyurea,lapatinib,,0.0132
lenalidomide,axitinib,,-0.0044
letrozole,abiraterone,,-0.1314
thalidomide,vandetanib,,-0.0802
fulvestrant,vismodegib,,-0.1429
vinblastine,doxorubicin,,-0.2588
estramustinephosphatesodium,thiotepa,,-0.2313
mitotane,doxorubicin,,0.0248
bortezomib,crizotinib,,-0.0885
methoxsalen,vismodegib,,-0.0969
nelarabine,vandetanib,,-0.0115
tamoxifen,lenalidomide,,-0.0721
cyclophosphamide,aminolevulinicacid,,0.0197
estramustinephosphatesodium,allopurinol,,-0.0149
sorafenib,hydroxyurea,,-0.0212
abiraterone,axitinib,,-0.0514
allopurinol,lenalidomide,,-0.1034
fulvestrant,sunitinib,,-0.1654
bendamustine,vandetanib,,-0.0205
imatinib,tamoxifen,,-0.1621
cyclophosphamide,temozolomide,,0.0327
fludarabine,abiraterone,,-0.0656
ifosfamide,sunitinib,,-0.0882
thalidomide,aminolevulinicacid,,0.0225
procarbazine,allopurinol,,-0.0086
methoxsalen,procarbazine,,0.0221
axitinib,crizotinib,,-0.0488
lenalidomide,pazopanib,,0.0036
megestrolacetate,vandetanib,,-0.0591
estramustinephosphatesodium,dacarbazine,,-0.0359
allopurinol,hydroxyurea,,-0.0003
ifosfamide,dacarbazine,,-0.0138
celecoxib,crizotinib,,-0.0943
capecitabine,mitotane,,0.0517
sunitinib,vandetanib,,-0.0389
bortezomib,vandetanib,,-0.0524
gemcitabine,vismodegib,,0.0113
nelarabine,dacarbazine,,-0.0567
methoxsalen,streptozocin,,0.0259
gemcitabine,crizotinib,,0.0111
ifosfamide,thiotepa,,-0.0225
cyclophosphamide,allopurinol,,0.0258
allopurinol,sorafenib,,-0.0408
bortezomib,dacarbazine,,-0.0019
erlotinib,tamoxifen,,-0.2732
mitotane,crizotinib,,-0.1377
valrubicin,abiraterone,,-0.1065
erlotinib,thiotepa,,-0.0646
busulfan,vinblastine,,-0.034
imatinib,megestrolacetate,,-0.0685
tamoxifen,vismodegib,,-0.074
vinblastine,temozolomide,,-0.0014
aminolevulinicacid,lapatinib,,-0.007
aminolevulinicacid,bendamustine,,-0.0131
thalidomide,dacarbazine,,0.0161
mitotane,sorafenib,,-0.0046
allopurinol,vandetanib,,-0.0538
bendamustine,vinblastine,,-0.353
methoxsalen,thalidomide,,0.0086
estramustinephosphatesodium,crizotinib,,0.0175
erlotinib,crizotinib,,-0.0604
fludarabine,lenalidomide,,-0.096
lapatinib,nelarabine,,0.0436
methoxsalen,doxorubicin,,-0.0602
sunitinib,celecoxib,,0.0086
allopurinol,busulfan,,-0.0056
aminolevulinicacid,imatinib,,-0.0018
imiquimod,busulfan,,0.0249
lapatinib,imatinib,,-0.0086
estramustinephosphatesodium,methoxsalen,,0.0021
busulfan,sorafenib,,0.03
methoxsalen,megestrolacetate,,0.0129
azacitidine,axitinib,,-0.1208
busulfan,hydroxyurea,,-0.0582
temozolomide,abiraterone,,-0.0366
imiquimod,vandetanib,,0.0502
anastrozole,lenalidomide,,-0.0899
gemcitabine,dacarbazine,,-0.076
fludarabine,vandetanib,,-0.0265
aminolevulinicacid,doxorubicin,,0.021
streptozocin,megestrolacetate,,-0.006
ifosfamide,methoxsalen,,-0.196
bendamustine,hydroxyurea,,0.0038
fulvestrant,megestrolacetate,,-0.0021
vorinostat,raloxifene,,-0.1001
abiraterone,pazopanib,,-0.0597
methoxsalen,sorafenib,,-0.0812
erlotinib,lenalidomide,,-0.1001
dactinomycin,dacarbazine,,-0.0235
dactinomycin,axitinib,,-0.1888
imatinib,dacarbazine,,-0.0325
megestrolacetate,vismodegib,,-0.0335
crizotinib,axitinib,,-0.0877
vismodegib,axitinib,,-0.0554
allopurinol,lapatinib,,-0.0273
bendamustine,temozolomide,,-0.0291
doxorubicin,lapatinib,,-0.082
temozolomide,tamoxifen,,-0.1554
anastrozole,crizotinib,,-0.0993
mitotane,vinblastine,,-0.0216
sunitinib,fludarabine,,0.0924
estramustinephosphatesodium,aminolevulinicacid,,-0.0153
streptozocin,busulfan,,-0.0433
vinblastine,clofarabine,,-0.0058
procarbazine,hydroxyurea,,-0.0095
sorafenib,imatinib,,0.0076
thalidomide,lapatinib,,0.0067
methoxsalen,bendamustine,,-0.036
sunitinib,nelarabine,,0.0468
doxorubicin,hydroxyurea,,-0.1552
thalidomide,vismodegib,,-0.0945
allopurinol,bendamustine,,-0.0129
bendamustine,imatinib,,0.0352
bendamustine,lapatinib,,0.0177
capecitabine,thiotepa,,0.0078
dactinomycin,vismodegib,,-0.3167
thiotepa,pazopanib,,-0.0246
mitotane,vandetanib,,-0.1388
nelarabine,crizotinib,,-0.0448
temozolomide,vandetanib,,0.0208
procarbazine,streptozocin,,-0.0079
cyclophosphamide,vinblastine,,-0.0279
cyclophosphamide,procarbazine,,0.0261
imiquimod,lenalidomide,,-0.0743
ixabepilone,axitinib,,-0.1493
lapatinib,letrozole,,0.0428
tamoxifen,celecoxib,,-0.0724
procarbazine,sorafenib,,-0.0538
fludarabine,thiotepa,,-0.1347
estramustinephosphatesodium,streptozocin,,-0.0068
altretamine,doxorubicin,,-0.0042
letrozole,crizotinib,,-0.1131
thiotepa,altretamine,,-0.0541
valrubicin,lenalidomide,,-0.0707
erlotinib,abiraterone,,-0.1011
pazopanib,crizotinib,,-0.0716
streptozocin,bendamustine,,0.0028
raloxifene,abiraterone,,-0.1441
methoxsalen,mitotane,,-0.054
cyclophosphamide,hydroxyurea,,-0.0415
streptozocin,mitotane,,0.0081
streptozocin,sorafenib,,-0.089
thalidomide,hydroxyurea,,-0.0343
procarbazine,crizotinib,,-0.0001
estramustinephosphatesodium,hydroxyurea,,-0.2336
nilotinib,thiotepa,,-0.0583
thiotepa,ruxolitinib,,-0.0222
cyclophosphamide,methoxsalen,,0.0048
aminolevulinicacid,fulvestrant,,0.0143
busulfan,doxorubicin,,-0.019
letrozole,vandetanib,,-0.0723
dacarbazine,axitinib,,-0.049
allopurinol,imatinib,,0.0036
anastrozole,hydroxyurea,,0.0013
thalidomide,megestrolacetate,,0.0238
nilotinib,abiraterone,,-0.1025
pazopanib,abiraterone,,-0.0743
streptozocin,lapatinib,,-0.0432
estramustinephosphatesodium,vinblastine,,-0.2963
anastrozole,thiotepa,,-0.1246
capecitabine,tamoxifen,,0.0079
aminolevulinicacid,mitotane,,-0.0299
cyclophosphamide,vismodegib,,0.0453
streptozocin,axitinib,,0.0948
procarbazine,busulfan,,-0.0286
mitotane,vismodegib,,-0.1876
procarbazine,vismodegib,,0.0598
erlotinib,dacarbazine,,-0.025
ixabepilone,pazopanib,,-0.0806
lapatinib,abiraterone,,-0.0731
tamoxifen,fludarabine,,-0.0457
nelarabine,hydroxyurea,,0.0341
altretamine,abiraterone,,-0.1455
temozolomide,crizotinib,,-0.0548
crizotinib,raloxifene,,-0.022
erlotinib,vandetanib,,-0.0317
nelarabine,tamoxifen,,-0.026
allopurinol,celecoxib,,-0.0039
allopurinol,dacarbazine,,-0.0388
azacitidine,pazopanib,,-0.0728
thiotepa,letrozole,,0.071
estramustinephosphatesodium,procarbazine,,-0.0779
thalidomide,busulfan,,-0.0818
nilotinib,tamoxifen,,-0.0576
busulfan,imatinib,,-0.0133
celecoxib,megestrolacetate,,-0.0007
methoxsalen,nilotinib,,-0.0296
methoxsalen,pralatrexate,,-0.0248
bortezomib,megestrolacetate,,0.0382
estramustinephosphatesodium,vismodegib,,0.0131
fulvestrant,hydroxyurea,,-0.0326
erlotinib,sunitinib,,-0.1057
lenalidomide,doxorubicin,,0.0222
busulfan,lapatinib,,-0.0538
procarbazine,imatinib,,-0.0002
pazopanib,vandetanib,,-0.0755
cyclophosphamide,streptozocin,,0.0619
doxorubicin,sorafenib,,-0.3233
valrubicin,crizotinib,,-0.0642
ifosfamide,vinblastine,,-0.0324
streptozocin,imatinib,,-0.0211
aminolevulinicacid,temozolomide,,-0.0273
capecitabine,bendamustine,,-0.3377
ifosfamide,allopurinol,,-0.059
vinblastine,celecoxib,,0.0119
clofarabine,imatinib,,0.0047
fludarabine,megestrolacetate,,-0.0172
bendamustine,sorafenib,,-0.0088
busulfan,bendamustine,,-0.0816
ifosfamide,busulfan,,-0.055
imiquimod,aminolevulinicacid,,-0.0345
allopurinol,fulvestrant,,-0.0339
procarbazine,lapatinib,,0.0226
procarbazine,thalidomide,,-0.0385
thalidomide,doxorubicin,,-0.0386
aminolevulinicacid,clofarabine,,-0.0489
procarbazine,dacarbazine,,-0.1073
methoxsalen,fulvestrant,,-0.0461
ifosfamide,vandetanib,,-0.0576
ifosfamide,mitotane,,0.0255
temozolomide,erlotinib,,-0.1319
temozolomide,bortezomib,,-0.4816
procarbazine,bendamustine,,-0.0051
anastrozole,tamoxifen,,-0.1493
bendamustine,vismodegib,,0.0033
capecitabine,vandetanib,,-0.0234
doxorubicin,bendamustine,,-0.2104
pazopanib,vismodegib,,-0.1262
thalidomide,sorafenib,,-0.1146
sorafenib,lapatinib,,-0.0197
ifosfamide,aminolevulinicacid,,0.0021
aminolevulinicacid,pazopanib,,0.0461
capecitabine,dacarbazine,,-0.0237
metformin,temozolomide,,0.0053
imiquimod,doxorubicin,,-0.1939
nelarabine,vismodegib,,-0.0576
erlotinib,vinblastine,,-0.0828
fulvestrant,axitinib,,-0.0593
ifosfamide,hydroxyurea,,-0.011
hydroxyurea,raloxifene,,-0.0595
cyclophosphamide,busulfan,,-0.0142
cyclophosphamide,imatinib,,-0.0062
axitinib,vandetanib,,-0.0175
methoxsalen,axitinib,,0.0212
exemestane,doxorubicin,,0.0222
busulfan,mitotane,,-0.0509
bendamustine,fludarabine,,-0.0075
ifosfamide,lapatinib,,-0.0227
fulvestrant,lapatinib,,-0.0347
mitotane,lapatinib,,0.007
cladribine,altretamine,,-0.1263
cyclophosphamide,doxorubicin,,-0.0299
procarbazine,fulvestrant,,0.0449
thalidomide,bendamustine,,0.0361
allopurinol,temozolomide,,-0.004
tamoxifen,vandetanib,,-0.0559
ruxolitinib,abiraterone,,-0.1047
procarbazine,mitotane,,-0.021
estramustinephosphatesodium,doxorubicin,,-0.2499
ifosfamide,bendamustine,,0.0156
methoxsalen,temozolomide,,-0.0465
vinblastine,nilotinib,,-0.0745
methoxsalen,anastrozole,,-0.0347
imiquimod,allopurinol,,0.0016
imiquimod,vinblastine,,0.0085
clofarabine,vinblastine,,0.0442
cyclophosphamide,thalidomide,,-0.0203
bendamustine,mitotane,,-0.0457
hydroxyurea,celecoxib,,0.0279
streptozocin,fulvestrant,,-0.0229
methoxsalen,fludarabine,,-0.0481
nelarabine,vinblastine,,0.0236
fludarabine,vismodegib,,-0.0023
busulfan,raloxifene,,-0.0128
allopurinol,anastrozole,,-0.001
streptozocin,temozolomide,,-0.0219
ifosfamide,streptozocin,,-0.0802
lenalidomide,raloxifene,,-0.0302
estramustinephosphatesodium,sorafenib,,-0.2028
fludarabine,dacarbazine,,-0.0284
vinblastine,nelarabine,,-0.2708
mitotane,megestrolacetate,,-0.0842
allopurinol,clofarabine,,-0.0169
allopurinol,nelarabine,,-0.0234
thalidomide,pralatrexate,,-0.0346
raloxifene,crizotinib,,-0.1552
capecitabine,hydroxyurea,,0.0433
cyclophosphamide,bortezomib,,-0.4761
cyclophosphamide,megestrolacetate,,0.0614
cyclophosphamide,mitotane,,-0.0002
methoxsalen,celecoxib,,-0.0497
busulfan,temozolomide,,-0.0372
procarbazine,vandetanib,,0.0057
aminolevulinicacid,celecoxib,,-0.0209
methoxsalen,letrozole,,-0.0664
fulvestrant,bendamustine,,-0.0653
imiquimod,methoxsalen,,-0.1271
busulfan,ruxolitinib,,0.0223
hydroxyurea,temozolomide,,-0.0303
ifosfamide,procarbazine,,-0.0541
imatinib,pazopanib,,-0.0432
busulfan,fulvestrant,,-0.0756
bendamustine,celecoxib,,0.0286
estramustinephosphatesodium,temozolomide,,-0.2
nilotinib,crizotinib,,-0.0561
doxorubicin,nelarabine,,-0.1501
gemcitabine,megestrolacetate,,-0.0474
vinblastine,fludarabine,,-0.0768
estramustinephosphatesodium,thalidomide,,-0.0197
crizotinib,pazopanib,,-0.1223
hydroxyurea,fludarabine,,-0.0293
megestrolacetate,axitinib,,0.0369
lapatinib,vismodegib,,-0.0728
methoxsalen,nelarabine,,-0.0238
metformin,bortezomib,,-0.4962
metformin,vorinostat,,-0.4342
sorafenib,temozolomide,,-0.0125
streptozocin,pazopanib,,0.0531
doxorubicin,celecoxib,,-0.217
fulvestrant,doxorubicin,,-0.2194
cyclophosphamide,lapatinib,,-0.2188
aminolevulinicacid,capecitabine,,-0.0092
lapatinib,celecoxib,,-0.0046
clofarabine,hydroxyurea,,0.022
cyclophosphamide,vorinostat,,-0.4215
streptozocin,celecoxib,,-0.0259
ifosfamide,doxorubicin,,-0.0993
metformin,adavosertib,,-0.3655
doxorubicin,temozolomide,,-0.1239
estramustinephosphatesodium,mitotane,,-0.1483
procarbazine,capecitabine,,0.0231
metformin,mk2206,,-0.2462
cyclophosphamide,adavosertib,,-0.3711
cyclophosphamide,dasatinib,,-0.4849
cyclophosphamide,erlotinib,,-0.1706
cyclophosphamide,mk2206,,-0.2348
cyclophosphamide,sorafenib,,-0.5875
cyclophosphamide,sunitinib,,-0.4689
estramustinephosphatesodium,megestrolacetate,,-0.0043
allopurinol,fludarabine,,-0.0184
metformin,dasatinib,,-0.4725
metformin,lapatinib,,-0.2431
metformin,sorafenib,,-0.5847
metformin,sunitinib,,-0.4484
temozolomide,adavosertib,,-0.3815
temozolomide,dasatinib,,-0.3739
temozolomide,lapatinib,,-0.2555
temozolomide,mk2206,,-0.2457
temozolomide,sorafenib,,-0.5456
temozolomide,topotecan,,-0.6738
nilotinib,lenalidomide,,-0.093
nilotinib,dacarbazine,,-0.0715
sorafenib,fulvestrant,,-0.0639
streptozocin,clofarabine,,-0.0331
estramustinephosphatesodium,axitinib,,-0.0351
procarbazine,letrozole,,-0.0197
allopurinol,axitinib,,0.0025
clofarabine,bendamustine,,-0.3338
ixabepilone,raloxifene,,-0.0575
sunitinib,megestrolacetate,,-0.0537
ifosfamide,sorafenib,,-0.1566
ifosfamide,thalidomide,,-0.0871
ixabepilone,ruxolitinib,,-0.1389
allopurinol,nilotinib,,-0.0461
streptozocin,pralatrexate,,-0.038
aminolevulinicacid,nelarabine,,-0.0167
aminolevulinicacid,nilotinib,,-0.0192
methoxsalen,capecitabine,,-0.0215
celecoxib,axitinib,,-0.0693
dacarbazine,pazopanib,,-0.0588
dactinomycin,megestrolacetate,,-0.1864
vismodegib,pazopanib,,-0.1618
vandetanib,raloxifene,,-0.0274
anastrozole,imatinib,,-0.0173
imiquimod,streptozocin,,-0.0917
busulfan,clofarabine,,-0.0381
mitotane,celecoxib,,0.0075
estramustinephosphatesodium,imatinib,,-0.0632
imiquimod,lapatinib,,-0.0323
anastrozole,vinblastine,,-0.174
raloxifene,vismodegib,,-0.126
dactinomycin,raloxifene,,-0.2427
doxorubicin,clofarabine,,-0.1588
hydroxyurea,ruxolitinib,,-0.0711
imiquimod,anastrozole,,0.0454
procarbazine,temozolomide,,-0.0192
streptozocin,capecitabine,,-0.0133
anastrozole,megestrolacetate,,0.047
capecitabine,crizotinib,,-0.0631
nelarabine,megestrolacetate,,-0.0465
ifosfamide,temozolomide,,0.0501
letrozole,vismodegib,,-0.0768
doxorubicin,fludarabine,,-0.1782
erlotinib,temozolomide,,0.013
busulfan,fludarabine,,-0.0771
dacarbazine,raloxifene,,-0.0328
ifosfamide,megestrolacetate,,-0.0322
lapatinib,crizotinib,,-0.0912
thalidomide,axitinib,,-0.045
thalidomide,clofarabine,,-0.0324
crizotinib,ruxolitinib,,-0.0736
allopurinol,letrozole,,-0.0319
streptozocin,fludarabine,,-0.007
allopurinol,megestrolacetate,,-0.0422
mitotane,capecitabine,,-0.1021
estramustinephosphatesodium,clofarabine,,-0.1831
estramustinephosphatesodium,fulvestrant,,-0.0396
streptozocin,nelarabine,,-0.0799
procarbazine,celecoxib,,-0.0062
procarbazine,clofarabine,,-0.0621
aminolevulinicacid,anastrozole,,-0.049
doxorubicin,capecitabine,,-0.1564
cyclophosphamide,fulvestrant,,-0.006
streptozocin,nilotinib,,-0.062
ifosfamide,cyclophosphamide,,-0.1603
busulfan,nilotinib,,-0.0987
procarbazine,pralatrexate,,0.0178
nilotinib,vandetanib,,-0.0738
lapatinib,temozolomide,,-0.0138
clofarabine,celecoxib,,0.0047
fulvestrant,mitotane,,0.0031
fulvestrant,pazopanib,,-0.0851
thalidomide,nilotinib,,-0.0475
thalidomide,celecoxib,,0.0024
erlotinib,cyclophosphamide,,-0.016
vandetanib,pazopanib,,-0.0849
streptozocin,raloxifene,,0.0235
methoxsalen,pazopanib,,0.0281
cyclophosphamide,fludarabine,,0.0394
sorafenib,celecoxib,,0.0417
sorafenib,clofarabine,,0.0154
tamoxifen,megestrolacetate,,0.0278
fulvestrant,celecoxib,,-0.0691
imiquimod,procarbazine,,-0.0997
lapatinib,lenalidomide,,-0.0944
busulfan,letrozole,,-0.0795
thiotepa,raloxifene,,-0.0116
cyclophosphamide,temozolomide,,-0.0058
capecitabine,vismodegib,,-0.0275
erlotinib,methoxsalen,,-0.0688
fulvestrant,clofarabine,,-0.0759
cyclophosphamide,pralatrexate,,-0.0168
cyclophosphamide,axitinib,,0.0627
hydroxyurea,letrozole,,-0.0753
erlotinib,allopurinol,,-0.0074
sorafenib,nelarabine,,-0.035
imiquimod,mitotane,,-0.0063
lapatinib,clofarabine,,-0.0123
imatinib,axitinib,,0.0412
imiquimod,sorafenib,,-0.0758
nilotinib,vismodegib,,-0.0619
estramustinephosphatesodium,imiquimod,,0.0122
estramustinephosphatesodium,nilotinib,,-0.0766
erlotinib,aminolevulinicacid,,-0.0391
anastrozole,lapatinib,,-0.0219
mitotane,axitinib,,-0.0793
estramustinephosphatesodium,ifosfamide,,0.0049
altretamine,lenalidomide,,-0.4799
busulfan,nelarabine,,-0.0656
bendamustine,axitinib,,-0.0568
estramustinephosphatesodium,pralatrexate,,-0.0367
streptozocin,letrozole,,-0.085
letrozole,megestrolacetate,,-0.0065
procarbazine,fludarabine,,-0.003
streptozocin,anastrozole,,-0.0428
cyclophosphamide,celecoxib,,0.0118
imiquimod,thalidomide,,-0.0955
imiquimod,megestrolacetate,,-0.0357
azacitidine,raloxifene,,-0.0312
fulvestrant,temozolomide,,-0.0332
sorafenib,capecitabine,,0.0057
procarbazine,nelarabine,,-0.0017
temozolomide,axitinib,,0.0512
imiquimod,ifosfamide,,-0.0266
imatinib,temozolomide,,-0.0605
procarbazine,nilotinib,,0.019
mitotane,temozolomide,,-0.0016
doxorubicin,nilotinib,,-0.1898
imatinib,letrozole,,0.0131
dactinomycin,pazopanib,,-0.2608
bortezomib,axitinib,,-0.0066
thalidomide,capecitabine,,-0.0137
ifosfamide,pralatrexate,,0.0061
erlotinib,hydroxyurea,,-0.0696
anastrozole,doxorubicin,,-0.1847
valrubicin,dacarbazine,,-0.0147
nelarabine,axitinib,,-0.0138
sorafenib,nilotinib,,-0.093
lenalidomide,ruxolitinib,,-0.0203
thalidomide,fludarabine,,0.0022
cyclophosphamide,clofarabine,,-0.0141
estramustinephosphatesodium,capecitabine,,-0.0108
estramustinephosphatesodium,pazopanib,,-0.0367
valrubicin,vismodegib,,-0.0086
ifosfamide,fulvestrant,,0.0021
lapatinib,fludarabine,,-0.0191
imatinib,celecoxib,,-0.0686
clofarabine,mitotane,,0.0149
doxorubicin,letrozole,,-0.1783
erlotinib,streptozocin,,-0.0677
megestrolacetate,doxorubicin,,-0.1594
thalidomide,nelarabine,,-0.0467
gemcitabine,axitinib,,0.0065
lapatinib,nilotinib,,0.054
sunitinib,pazopanib,,-0.0242
imiquimod,cyclophosphamide,,-0.098
celecoxib,pazopanib,,-0.0841
erlotinib,mitotane,,-0.0318
nelarabine,bendamustine,,-0.3757
imiquimod,fludarabine,,0.0057
imiquimod,imatinib,,-0.0698
abiraterone,ruxolitinib,,-0.0239
temozolomide,dacarbazine,,-0.0863
erlotinib,thalidomide,,-0.0441
estramustinephosphatesodium,celecoxib,,-0.0237
imatinib,fludarabine,,-0.0875
nelarabine,mitotane,,0.0131
tamoxifen,axitinib,,-0.0763
nelarabine,fulvestrant,,0.042
capecitabine,fulvestrant,,0.0274
capecitabine,imatinib,,0.0081
erlotinib,bendamustine,,0.0123
sorafenib,letrozole,,-0.0777
anastrozole,sorafenib,,0.0153
erlotinib,busulfan,,-0.0417
imiquimod,axitinib,,0.0973
imiquimod,pralatrexate,,-0.0033
mitotane,fludarabine,,-0.0152
mitotane,nelarabine,,-0.254
erlotinib,procarbazine,,-0.0562
cyclophosphamide,nelarabine,,-0.0672
bendamustine,letrozole,,-0.0407
erlotinib,sorafenib,,-0.0661
thalidomide,anastrozole,,-0.0634
vismodegib,ruxolitinib,,-0.046
nelarabine,imatinib,,-0.0286
anastrozole,axitinib,,-0.0089
estramustinephosphatesodium,letrozole,,-0.0553
nilotinib,imatinib,,-0.0565
mitotane,nilotinib,,-0.0418
nilotinib,mitotane,,-0.0063
erlotinib,doxorubicin,,-0.0238
erlotinib,megestrolacetate,,-0.0161
valrubicin,vandetanib,,-0.056
anastrozole,bendamustine,,-0.0445
clofarabine,fulvestrant,,-0.0028
cyclophosphamide,capecitabine,,-0.0024
vandetanib,ruxolitinib,,-0.0729
ifosfamide,pazopanib,,-0.0167
imiquimod,celecoxib,,-0.0132
ifosfamide,celecoxib,,-0.0771
anastrozole,fludarabine,,-0.0057
ifosfamide,clofarabine,,0.0509
estramustinephosphatesodium,fludarabine,,-0.1687
thalidomide,pazopanib,,-0.0207
estramustinephosphatesodium,nelarabine,,-0.0316
